"utilization_type","state","ndc","labeler_code","product_code","package_size","year","quarter","suppression_used","product_name","units_reimbursed","number_of_prescriptions","total_amount_reimbursed","medicaid_amount_reimbursed","non_medicaid_amount_reimbursed"
"FFSU","XX","00002803101",2,8031,"01",2012,4,FALSE,"GLUCAGON",20731.001,13802,3029894.1,2837685.68,192208.42
"MCOU","XX","00002803101",2,8031,"01",2012,4,FALSE,"GLUCAGON",17568,11626,2491603.07,2393288.65,98314.42
"FFSU","XX","00169706515",169,7065,"15",2012,4,FALSE,"GLUCAGEN",4566,3704,648363.44,624682.93,23680.51
"MCOU","XX","00169706515",169,7065,"15",2012,4,FALSE,"GLUCAGEN",1135,859,181163.62,156450.08,24713.54
"FFSU","XX","55390000401",55390,4,"01",2012,4,FALSE,"GLUCAGEN G",1245,1059,131365.17,123546.23,7818.94
"MCOU","XX","55390000401",55390,4,"01",2012,4,FALSE,"GLUCAGEN G",460,337,55643.45,50986.77,4656.68
"FFSU","XX","55390000410",55390,4,"10",2012,4,FALSE,"GLUCAGEN G",155,118,28041.44,21135.33,6906.11
"MCOU","XX","55390000410",55390,4,"10",2012,4,FALSE,"GLUCAGEN G",80,68,6781.62,6261.18,520.44
"FFSU","XX","00002803101",2,8031,"01",2012,3,FALSE,"GLUCAGON",30513.5,19979,4395178.21,4093861.45,301316.76
"MCOU","XX","00002803101",2,8031,"01",2012,3,FALSE,"GLUCAGON",21413.5,14034,3027488.4,2873924.75,153563.65
"FFSU","XX","00169706515",169,7065,"15",2012,3,FALSE,"GLUCAGEN",5650.001,4372,761864.26,726403.89,35460.37
"MCOU","XX","00169706515",169,7065,"15",2012,3,FALSE,"GLUCAGEN",1477,1137,211298.51,189439.42,21859.09
"FFSU","XX","55390000401",55390,4,"01",2012,3,FALSE,"GLUCAGEN G",1603,1287,163966.84,155558.59,8408.25
"MCOU","XX","55390000401",55390,4,"01",2012,3,FALSE,"GLUCAGEN G",664,411,84591.51,77774.27,6817.24
"FFSU","XX","55390000410",55390,4,"10",2012,3,FALSE,"GLUCAGEN G",197,149,34726.05,23675.65,11050.4
"MCOU","XX","55390000410",55390,4,"10",2012,3,FALSE,"GLUCAGEN G",117,54,13635.21,13193.09,442.12
"FFSU","XX","00002803101",2,8031,"01",2012,2,FALSE,"GLUCAGON",20524.001,13799,2776794.67,2600047.84,176746.83
"MCOU","XX","00002803101",2,8031,"01",2012,2,FALSE,"GLUCAGON",16494.112,10775,2148261.99,2043948.1,104313.89
"FFSU","XX","00169706515",169,7065,"15",2012,2,FALSE,"GLUCAGEN",4596.001,3674,614224.41,593607.33,20617.08
"MCOU","XX","00169706515",169,7065,"15",2012,2,FALSE,"GLUCAGEN",1096,829,212724.11,207029.55,5694.56
"FFSU","XX","55390000401",55390,4,"01",2012,2,FALSE,"GLUCAGEN G",1261,1106,137837.34,134618.52,3218.82
"MCOU","XX","55390000401",55390,4,"01",2012,2,FALSE,"GLUCAGEN G",357,300,33001.26,30530.54,2470.72
"FFSU","XX","55390000410",55390,4,"10",2012,2,FALSE,"GLUCAGEN G",216.5,185,26507.97,26228.22,279.75
"MCOU","XX","55390000410",55390,4,"10",2012,2,FALSE,"GLUCAGEN G",47.001,42,4665.94,4312.33,353.61
"FFSU","XX","00002803101",2,8031,"01",2012,1,FALSE,"GLUCAGON",22279.002,15418,3144291.52,2961850.18,182441.34
"MCOU","XX","00002803101",2,8031,"01",2012,1,FALSE,"GLUCAGON",12509,8301,1628725.02,1571930.59,56794.43
"FFSU","XX","00169706515",169,7065,"15",2012,1,FALSE,"GLUCAGEN",4692.101,3757,629661.83,604065.07,25596.76
"MCOU","XX","00169706515",169,7065,"15",2012,1,FALSE,"GLUCAGEN",872,649,206653.7,202372.73,4280.97
"FFSU","XX","55390000401",55390,4,"01",2012,1,FALSE,"GLUCAGEN G",1440,1257,150467,145787.45,4679.55
"MCOU","XX","55390000401",55390,4,"01",2012,1,FALSE,"GLUCAGEN G",348,284,46861.08,45313.83,1547.25
"FFSU","XX","55390000410",55390,4,"10",2012,1,FALSE,"GLUCAGEN G",382,167,31718.64,27080.33,4638.31
"MCOU","XX","55390000410",55390,4,"10",2012,1,FALSE,"GLUCAGEN G",28,26,2665.99,2382.67,283.32
"FFSU","XX","00002803101",2,8031,"01",2013,4,FALSE,"GLUCAGON",19597.5,12930,3064190.07,2905740.99,158449.08
"MCOU","XX","00002803101",2,8031,"01",2013,4,FALSE,"GLUCAGON",21548,13902,3250729.97,3063590.91,187139.06
"FFSU","XX","00169706515",169,7065,"15",2013,4,FALSE,"GLUCAGEN",3851,3132,596153,582787.21,13365.79
"MCOU","XX","00169706515",169,7065,"15",2013,4,FALSE,"GLUCAGEN",1215,958,190714.21,187490.24,3223.97
"FFSU","XX","00169706521",169,7065,"21",2013,4,FALSE,"GLUCAGEN H",303,160,45908.41,45602.67,305.74
"MCOU","XX","00169706521",169,7065,"21",2013,4,FALSE,"GLUCAGEN H",146.5,83,21573.24,21076.42,496.82
"FFSU","XX","55390000401",55390,4,"01",2013,4,FALSE,"GLUCAGEN G",1253.399,1076,141210,133743.4,7466.6
"MCOU","XX","55390000401",55390,4,"01",2013,4,FALSE,"GLUCAGEN G",1300.984,535,167614.16,108294.81,59319.35
"FFSU","XX","55390000410",55390,4,"10",2013,4,FALSE,"GLUCAGEN G",185,158,21248.14,19758.98,1489.16
"MCOU","XX","55390000410",55390,4,"10",2013,4,FALSE,"GLUCAGEN G",275,134,30795.86,24821.16,5974.7
"FFSU","XX","00002803101",2,8031,"01",2013,3,FALSE,"GLUCAGON",26830,17220,4182047.03,3911185.26,270861.77
"MCOU","XX","00002803101",2,8031,"01",2013,3,FALSE,"GLUCAGON",26250,16877,3929197.91,3670452.72,258745.19
"FFSU","XX","00169706515",169,7065,"15",2013,3,FALSE,"GLUCAGEN",4579,3611,710483.16,691356.91,19126.25
"MCOU","XX","00169706515",169,7065,"15",2013,3,FALSE,"GLUCAGEN",1361,1024,209647.01,201683.35,7963.66
"FFSU","XX","00169706521",169,7065,"21",2013,3,FALSE,"GLUCAGEN H",250,135,35389.19,33976.28,1412.91
"MCOU","XX","00169706521",169,7065,"21",2013,3,FALSE,"GLUCAGEN H",116,67,17228.48,16544.53,683.95
"FFSU","XX","55390000401",55390,4,"01",2013,3,FALSE,"GLUCAGEN G",1173.999,977,132167.19,127464.65,4702.54
"MCOU","XX","55390000401",55390,4,"01",2013,3,FALSE,"GLUCAGEN G",752.953,580,75461.93,68209.69,7252.24
"FFSU","XX","55390000410",55390,4,"10",2013,3,FALSE,"GLUCAGEN G",219,171,26032.91,23852.41,2180.5
"MCOU","XX","55390000410",55390,4,"10",2013,3,FALSE,"GLUCAGEN G",141,121,18797.61,16416.7,2380.91
"FFSU","XX","00002803101",2,8031,"01",2013,2,FALSE,"GLUCAGON",20138.001,13383,2982556.75,2801107.64,181449.11
"MCOU","XX","00002803101",2,8031,"01",2013,2,FALSE,"GLUCAGON",19310,12937,2963260,2827961.04,135298.96
"FFSU","XX","00169706515",169,7065,"15",2013,2,FALSE,"GLUCAGEN",4391,3552,649147.41,633484.01,15663.4
"MCOU","XX","00169706515",169,7065,"15",2013,2,FALSE,"GLUCAGEN",1302,913,185359.94,177417.2,7942.74
"FFSU","XX","55390000401",55390,4,"01",2013,2,FALSE,"GLUCAGEN G",1399.001,1175,155464.5,147343.25,8121.25
"MCOU","XX","55390000401",55390,4,"01",2013,2,FALSE,"GLUCAGEN G",836.001,487,90916.3,81718.95,9197.35
"FFSU","XX","55390000410",55390,4,"10",2013,2,FALSE,"GLUCAGEN G",192.25,171,29776.09,29343.93,432.16
"MCOU","XX","55390000410",55390,4,"10",2013,2,FALSE,"GLUCAGEN G",107,96,10174.7,8333.49,1841.21
"FFSU","XX","00002803101",2,8031,"01",2013,1,FALSE,"GLUCAGON",18630,12424,2710845.48,2533273.24,177572.24
"MCOU","XX","00002803101",2,8031,"01",2013,1,FALSE,"GLUCAGON",18166.5,12066,2553678.07,2457624.32,96053.75
"FFSU","XX","00169706515",169,7065,"15",2013,1,FALSE,"GLUCAGEN",4379.001,3504,630142.13,611867.71,18274.42
"MCOU","XX","00169706515",169,7065,"15",2013,1,FALSE,"GLUCAGEN",1217,931,187147.79,169490.96,17656.83
"FFSU","XX","55390000401",55390,4,"01",2013,1,FALSE,"GLUCAGEN G",1195,1015,126344.75,122841.18,3503.57
"MCOU","XX","55390000401",55390,4,"01",2013,1,FALSE,"GLUCAGEN G",514.4,407,81735.61,76326.3,5409.31
"FFSU","XX","55390000410",55390,4,"10",2013,1,FALSE,"GLUCAGEN G",123.25,109,30926.3,29543.77,1382.53
"MCOU","XX","55390000410",55390,4,"10",2013,1,FALSE,"GLUCAGEN G",75,66,11323.61,10635.05,688.56
"FFSU","XX","00002803101",2,8031,"01",2014,4,FALSE,"GLUCAGON",19251,12449,3526237.85,3362456.45,163781.4
"MCOU","XX","00002803101",2,8031,"01",2014,4,FALSE,"GLUCAGON",26385.9,17908,4884250.2,4649948.72,234301.48
"FFSU","XX","00169706515",169,7065,"15",2014,4,FALSE,"GLUCAGEN",2988,2481,550998.37,536391.83,14606.54
"MCOU","XX","00169706515",169,7065,"15",2014,4,FALSE,"GLUCAGEN",1704,1373,319738.14,308293.11,11445.03
"FFSU","XX","00169706521",169,7065,"21",2014,4,FALSE,"GLUCAGEN H",321.5,183,60894.61,58887.34,2007.27
"MCOU","XX","00169706521",169,7065,"21",2014,4,FALSE,"GLUCAGEN H",193.5,123,34704.73,34022.67,682.06
"FFSU","XX","55390000401",55390,4,"01",2014,4,FALSE,"GLUCAGEN G",1192,999,161606.34,142357.68,19248.66
"MCOU","XX","55390000401",55390,4,"01",2014,4,FALSE,"GLUCAGEN G",911.101,773,135642.97,103003.37,32639.6
"FFSU","XX","55390000410",55390,4,"10",2014,4,FALSE,"GLUCAGEN G",180,141,26585.73,23944.35,2641.38
"MCOU","XX","55390000410",55390,4,"10",2014,4,FALSE,"GLUCAGEN G",300,246,32929.8,26109.84,6819.96
"FFSU","XX","00002803101",2,8031,"01",2014,3,FALSE,"GLUCAGON",26240,16718,4753937.45,4472944.48,280992.97
"MCOU","XX","00002803101",2,8031,"01",2014,3,FALSE,"GLUCAGON",30794.021,20631,5643182.55,5313448.34,329734.21
"FFSU","XX","00169706515",169,7065,"15",2014,3,FALSE,"GLUCAGEN",3906,3087,699183.85,677344.6,21839.25
"MCOU","XX","00169706515",169,7065,"15",2014,3,FALSE,"GLUCAGEN",1881,1527,343606.81,335066.2,8540.61
"FFSU","XX","00169706521",169,7065,"21",2014,3,FALSE,"GLUCAGEN H",471,262,83257.63,81637.32,1620.31
"MCOU","XX","00169706521",169,7065,"21",2014,3,FALSE,"GLUCAGEN H",257.5,149,42891.49,41053.94,1837.55
"FFSU","XX","55390000401",55390,4,"01",2014,3,FALSE,"GLUCAGEN G",1133.466,944,159494.84,144006.81,15488.03
"MCOU","XX","55390000401",55390,4,"01",2014,3,FALSE,"GLUCAGEN G",906.856,786,124798.17,104663.3,20134.87
"FFSU","XX","55390000410",55390,4,"10",2014,3,FALSE,"GLUCAGEN G",200,159,31235.42,24653.3,6582.12
"MCOU","XX","55390000410",55390,4,"10",2014,3,FALSE,"GLUCAGEN G",238,199,25076.76,21939.92,3136.84
"FFSU","XX","00002803101",2,8031,"01",2014,2,FALSE,"GLUCAGON",21025,13879,3543253.36,3350847.56,192405.8
"MCOU","XX","00002803101",2,8031,"01",2014,2,FALSE,"GLUCAGON",22402.5,15041,3729439.93,3531760.32,197679.61
"FFSU","XX","00169706515",169,7065,"15",2014,2,FALSE,"GLUCAGEN",3610,2976,607447.26,592532.59,14914.67
"MCOU","XX","00169706515",169,7065,"15",2014,2,FALSE,"GLUCAGEN",1457.003,1206,243957.92,239009.96,4947.96
"FFSU","XX","00169706521",169,7065,"21",2014,2,FALSE,"GLUCAGEN H",402,223,65500.17,62313.06,3187.11
"MCOU","XX","00169706521",169,7065,"21",2014,2,FALSE,"GLUCAGEN H",241.5,142,36767.84,36615.58,152.26
"FFSU","XX","55390000401",55390,4,"01",2014,2,FALSE,"GLUCAGEN G",1279.66,1083,182451.44,156122.99,26328.45
"MCOU","XX","55390000401",55390,4,"01",2014,2,FALSE,"GLUCAGEN G",878.88,762,120001.64,110349.75,9651.89
"FFSU","XX","55390000410",55390,4,"10",2014,2,FALSE,"GLUCAGEN G",210,188,29678.75,25211.97,4466.78
"MCOU","XX","55390000410",55390,4,"10",2014,2,FALSE,"GLUCAGEN G",158,129,16056.32,14017.16,2039.16
"FFSU","XX","00002803101",2,8031,"01",2014,1,FALSE,"GLUCAGON",19679,13022,3302165.98,3132271.05,169894.93
"MCOU","XX","00002803101",2,8031,"01",2014,1,FALSE,"GLUCAGON",20648,13852,3388123.68,3215749.83,172373.85
"FFSU","XX","00169706515",169,7065,"15",2014,1,FALSE,"GLUCAGEN",3747,3074,607352.31,594487.07,12865.24
"MCOU","XX","00169706515",169,7065,"15",2014,1,FALSE,"GLUCAGEN",1158,915,188799.67,184029.01,4770.66
"FFSU","XX","00169706521",169,7065,"21",2014,1,FALSE,"GLUCAGEN H",337.5,187,53463.9,52504.19,959.71
"MCOU","XX","00169706521",169,7065,"21",2014,1,FALSE,"GLUCAGEN H",200.5,122,31428.94,31090.38,338.56
"FFSU","XX","55390000401",55390,4,"01",2014,1,FALSE,"GLUCAGEN G",1135.789,974,146155.16,124059.51,22095.65
"MCOU","XX","55390000401",55390,4,"01",2014,1,FALSE,"GLUCAGEN G",679.686,538,80819.88,74693.96,6125.92
"FFSU","XX","55390000410",55390,4,"10",2014,1,FALSE,"GLUCAGEN G",185,148,19225.13,16547.45,2677.68
"MCOU","XX","55390000410",55390,4,"10",2014,1,FALSE,"GLUCAGEN G",157,114,16164.98,14823.03,1341.95
"FFSU","XX","00002803101",2,8031,"1",2015,4,FALSE,"GLUCAGON",19157.6,12214,4134916.15,3946294.13,188622.02
"MCOU","XX","00002803101",2,8031,"1",2015,4,FALSE,"GLUCAGON",29189.75,20396,6341405.61,6013824.9,327580.71
"FFSU","XX","00169706515",169,7065,"15",2015,4,FALSE,"GLUCAGEN",3031,2378,662653.05,648662.6,13990.45
"MCOU","XX","00169706515",169,7065,"15",2015,4,FALSE,"GLUCAGEN",2027,1689,443078.38,431472.54,11605.84
"FFSU","XX","00169706521",169,7065,"21",2015,4,FALSE,"GLUCAGEN H",26.5,16,5606.97,5598.97,8
"MCOU","XX","00169706521",169,7065,"21",2015,4,FALSE,"GLUCAGEN H",34,26,6792.65,6789.65,3
"FFSU","XX","00597005345",597,53,"45",2015,4,FALSE,"GlucaGen 1",39.3,36,6063.15,5292.66,770.49
"MCOU","XX","00597005345",597,53,"45",2015,4,FALSE,"GlucaGen 1",159,122,17546.13,14985.88,2560.25
"FFSU","XX","00597026010",597,260,"10",2015,4,FALSE,"GlucaGen D",239,202,40668.24,35734.66,4933.58
"MCOU","XX","00597026010",597,260,"10",2015,4,FALSE,"GlucaGen D",314.501,278,60818.22,47562.44,13255.78
"FFSU","XX","55390000401",55390,4,"1",2015,4,FALSE,"GLUCAGEN G",426,356,67902.18,51852.1,16050.08
"MCOU","XX","55390000401",55390,4,"1",2015,4,FALSE,"GLUCAGEN G",702.551,584,104293.3,83880.05,20413.25
"FFSU","XX","55390000410",55390,4,"10",2015,4,FALSE,"GLUCAGEN G",141,127,22008.66,18484.05,3524.61
"MCOU","XX","55390000410",55390,4,"10",2015,4,FALSE,"GLUCAGEN G",324,232,29410.99,25365.08,4045.91
"FFSU","XX","00002803101",2,8031,"1",2015,3,FALSE,"GLUCAGON",25917,16154,5497472.54,5203176.87,294295.67
"MCOU","XX","00002803101",2,8031,"1",2015,3,FALSE,"GLUCAGON",37583.35,25331,8020151.23,7601529.56,418621.67
"FFSU","XX","00169706515",169,7065,"15",2015,3,FALSE,"GLUCAGEN",3550.25,2712,767820.13,745246.66,22573.47
"MCOU","XX","00169706515",169,7065,"15",2015,3,FALSE,"GLUCAGEN",2023.5,1713,430807.63,415445.7,15361.93
"FFSU","XX","00169706521",169,7065,"21",2015,3,FALSE,"GLUCAGEN H",65.5,40,14047.04,14043.04,4
"MCOU","XX","00169706521",169,7065,"21",2015,3,FALSE,"GLUCAGEN H",59.04,50,13917.88,10547.29,3370.59
"MCOU","XX","00597005345",597,53,"45",2015,3,FALSE,"GlucaGen 1",62.4,58,14038.37,11073.26,2965.11
"FFSU","XX","00597026010",597,260,"10",2015,3,FALSE,"GlucaGen D",127,111,26034.41,22548.59,3485.82
"MCOU","XX","00597026010",597,260,"10",2015,3,FALSE,"GlucaGen D",183,163,30280.35,24991.67,5288.68
"FFSU","XX","55390000401",55390,4,"1",2015,3,FALSE,"GLUCAGEN G",681,569,102949.57,88883.59,14065.98
"MCOU","XX","55390000401",55390,4,"1",2015,3,FALSE,"GLUCAGEN G",974,839,135241.56,119854.84,15386.72
"FFSU","XX","55390000410",55390,4,"10",2015,3,FALSE,"GLUCAGEN G",262.001,232,39773.92,36044.05,3729.87
"MCOU","XX","55390000410",55390,4,"10",2015,3,FALSE,"GLUCAGEN G",296.5,263,41280.29,38051.28,3229.01
"FFSU","XX","63323059613",63323,596,"13",2015,3,FALSE,"Glucagon f",15,11,2048.13,1782.93,265.2
"MCOU","XX","63323059613",63323,596,"13",2015,3,FALSE,"Glucagon f",23,12,4221.88,4221.88,0
"FFSU","XX","00002803101",2,8031,"1",2015,2,FALSE,"GLUCAGON",19242.5,12429,3783683.01,3604775.93,178907.08
"MCOU","XX","00002803101",2,8031,"1",2015,2,FALSE,"GLUCAGON",28495.001,19636,5619688.91,5354711.82,264977.09
"FFSU","XX","00169706515",169,7065,"15",2015,2,FALSE,"GLUCAGEN",3233,2602,640860.99,620897.08,19963.91
"MCOU","XX","00169706515",169,7065,"15",2015,2,FALSE,"GLUCAGEN",1711,1434,330583.15,321360.65,9222.5
"FFSU","XX","00169706521",169,7065,"21",2015,2,FALSE,"GLUCAGEN H",78.5,50,16927.5,15930.02,997.48
"MCOU","XX","00169706521",169,7065,"21",2015,2,FALSE,"GLUCAGEN H",56,29,9596.1,9292.19,303.91
"MCOU","XX","00597026010",597,260,"10",2015,2,FALSE,"GlucaGen D",13.5,14,2996.33,2985.94,10.39
"FFSU","XX","55390000401",55390,4,"1",2015,2,FALSE,"GLUCAGEN G",1002.25,843,148731.99,131876.3,16855.69
"MCOU","XX","55390000401",55390,4,"1",2015,2,FALSE,"GLUCAGEN G",1220.702,1060,176372.69,161988.42,14384.27
"FFSU","XX","55390000410",55390,4,"10",2015,2,FALSE,"GLUCAGEN G",199,176,24899.54,22959.43,1940.11
"MCOU","XX","55390000410",55390,4,"10",2015,2,FALSE,"GLUCAGEN G",414.42,349,100077.62,51333.62,48744
"FFSU","XX","00002803101",2,8031,"1",2015,1,FALSE,"GLUCAGON",19455,12426,3807007.57,3587867.55,219140.02
"MCOU","XX","00002803101",2,8031,"1",2015,1,FALSE,"GLUCAGON",24787.5,17014,4827641.4,4632625.58,195015.82
"FFSU","XX","00169706515",169,7065,"15",2015,1,FALSE,"GLUCAGEN",3223,2639,632448.34,610796.55,21651.79
"MCOU","XX","00169706515",169,7065,"15",2015,1,FALSE,"GLUCAGEN",1698,1361,334731.93,326544.63,8187.3
"FFSU","XX","00169706521",169,7065,"21",2015,1,FALSE,"GLUCAGEN H",221.5,119,42770.72,41363.87,1406.85
"MCOU","XX","00169706521",169,7065,"21",2015,1,FALSE,"GLUCAGEN H",123,71,23263.41,22591.66,671.75
"FFSU","XX","55390000401",55390,4,"1",2015,1,FALSE,"GLUCAGEN G",955.501,805,139124.95,125190.7,13934.25
"MCOU","XX","55390000401",55390,4,"1",2015,1,FALSE,"GLUCAGEN G",971.331,863,144233.75,131465.69,12768.06
"FFSU","XX","55390000410",55390,4,"10",2015,1,FALSE,"GLUCAGEN G",159,122,22617.14,17935.6,4681.54
"MCOU","XX","55390000410",55390,4,"10",2015,1,FALSE,"GLUCAGEN G",287,237,58140.77,26511.18,31629.59
"FFSU","XX","00002803101",2,8031,"1",2016,4,FALSE,"GLUCAGON",18923,12189,4812624.93,4607431.34,205193.59
"MCOU","XX","00002803101",2,8031,"1",2016,4,FALSE,"GLUCAGON",28655.02,20573,7205298.07,7074636.59,130661.48
"FFSU","XX","00169706515",169,7065,"15",2016,4,FALSE,"GLUCAGEN",2469,1957,640225.22,625763.47,14461.75
"MCOU","XX","00169706515",169,7065,"15",2016,4,FALSE,"GLUCAGEN",2511,1984,646993.39,634431.21,12562.18
"FFSU","XX","00597005345",597,53,"45",2016,4,FALSE,"GlucaGen 1",121.6,104,21743.33,17591.3,4152.03
"MCOU","XX","00597005345",597,53,"45",2016,4,FALSE,"GlucaGen 1",299,244,31716.63,29260.68,2455.95
"FFSU","XX","00597026010",597,260,"10",2016,4,FALSE,"GlucaGen D",283,250,65465.81,42601.74,22864.07
"MCOU","XX","00597026010",597,260,"10",2016,4,FALSE,"GlucaGen D",703.402,609,152495.31,93759.91,58735.4
"FFSU","XX","55390000401",55390,4,"1",2016,4,FALSE,"GLUCAGEN G",172,162,29805.38,25315.3,4490.08
"MCOU","XX","55390000401",55390,4,"1",2016,4,FALSE,"GLUCAGEN G",574.38,475,75839.49,65797.31,10042.18
"FFSU","XX","55390000410",55390,4,"10",2016,4,FALSE,"GLUCAGEN G",34,30,7257.65,6389.74,867.91
"MCOU","XX","55390000410",55390,4,"10",2016,4,FALSE,"GLUCAGEN G",99,86,15366.34,14019.79,1346.55
"FFSU","XX","63323059303",63323,593,"3",2016,4,FALSE,"Glucagon f",24,21,4349.69,4249.12,100.57
"MCOU","XX","63323059303",63323,593,"3",2016,4,FALSE,"Glucagon f",92,81,22589.2,17667.43,4921.77
"MCOU","XX","63323059403",63323,594,"3",2016,4,FALSE,"Glucagon 1",18,17,2524.49,2187.14,337.35
"MCOU","XX","63323059613",63323,596,"13",2016,4,FALSE,"Glucagon f",30,26,3474.39,3221.09,253.3
"FFSU","XX","00002803101",2,8031,"1",2016,3,FALSE,"GLUCAGON",26978,16903,6671687.36,6332818.92,338868.44
"MCOU","XX","00002803101",2,8031,"1",2016,3,FALSE,"GLUCAGON",40474.08,28051,10044338.32,9555312.67,489025.65
"FFSU","XX","00169706515",169,7065,"15",2016,3,FALSE,"GLUCAGEN",2752.7,2186,702727.03,679987.5,22739.53
"MCOU","XX","00169706515",169,7065,"15",2016,3,FALSE,"GLUCAGEN",2698.03,2034,708190.68,690852.19,17338.49
"FFSU","XX","00597005345",597,53,"45",2016,3,FALSE,"GlucaGen 1",134.9,94,17886.13,14526.51,3359.62
"MCOU","XX","00597005345",597,53,"45",2016,3,FALSE,"GlucaGen 1",331,274,84090.48,24054,60036.48
"FFSU","XX","00597026010",597,260,"10",2016,3,FALSE,"GlucaGen D",297,258,53173.39,43613.23,9560.16
"MCOU","XX","00597026010",597,260,"10",2016,3,FALSE,"GlucaGen D",611.501,515,122671.85,91113.74,31558.11
"FFSU","XX","55390000401",55390,4,"1",2016,3,FALSE,"GLUCAGEN G",319,275,54312.34,45366.82,8945.52
"MCOU","XX","55390000401",55390,4,"1",2016,3,FALSE,"GLUCAGEN G",634.01,548,123447.18,84587.23,38859.95
"FFSU","XX","55390000410",55390,4,"10",2016,3,FALSE,"GLUCAGEN G",81,59,10578.76,9212.23,1366.53
"MCOU","XX","55390000410",55390,4,"10",2016,3,FALSE,"GLUCAGEN G",107,97,15529.11,14580.79,948.32
"FFSU","XX","63323059303",63323,593,"3",2016,3,FALSE,"Glucagon f",21,19,4236.05,4236.05,0
"MCOU","XX","63323059303",63323,593,"3",2016,3,FALSE,"Glucagon f",83,49,14540.16,13453.09,1087.07
"MCOU","XX","63323059613",63323,596,"13",2016,3,FALSE,"Glucagon f",26,24,2806.47,2609.06,197.41
"FFSU","XX","00002803101",2,8031,"1",2016,2,FALSE,"GLUCAGON",18788,12151,4381900.69,4156226.62,225674.07
"MCOU","XX","00002803101",2,8031,"1",2016,2,FALSE,"GLUCAGON",30995.54,21648,7249512.2,6891740.99,357771.21
"FFSU","XX","00169706515",169,7065,"15",2016,2,FALSE,"GLUCAGEN",2634.5,2080,633127.37,613391.4,19735.97
"MCOU","XX","00169706515",169,7065,"15",2016,2,FALSE,"GLUCAGEN",1904.03,1559,464353.38,455403.64,8949.74
"FFSU","XX","00597005345",597,53,"45",2016,2,FALSE,"GlucaGen 1",111.2,92,22726.49,21480.09,1246.4
"MCOU","XX","00597005345",597,53,"45",2016,2,FALSE,"GlucaGen 1",209,178,55462.46,32792.61,22669.85
"FFSU","XX","00597026010",597,260,"10",2016,2,FALSE,"GlucaGen D",281,242,56808.71,43534.71,13274
"MCOU","XX","00597026010",597,260,"10",2016,2,FALSE,"GlucaGen D",617,531,151602.28,101291.08,50311.2
"FFSU","XX","55390000401",55390,4,"1",2016,2,FALSE,"GLUCAGEN G",328.25,289,53272.92,50218.28,3054.64
"MCOU","XX","55390000401",55390,4,"1",2016,2,FALSE,"GLUCAGEN G",678.09,588,99882.08,84055.3,15826.78
"FFSU","XX","55390000410",55390,4,"10",2016,2,FALSE,"GLUCAGEN G",49,44,8819.09,8108.53,710.56
"MCOU","XX","55390000410",55390,4,"10",2016,2,FALSE,"GLUCAGEN G",216.02,146,28180.66,25833.68,2346.98
"FFSU","XX","63323059303",63323,593,"3",2016,2,FALSE,"Glucagon f",16,12,2758.61,2444.71,313.9
"MCOU","XX","63323059303",63323,593,"3",2016,2,FALSE,"Glucagon f",32,17,4006.21,3706.36,299.85
"MCOU","XX","63323059613",63323,596,"13",2016,2,FALSE,"Glucagon f",18,15,1788.03,1788.03,0
"FFSU","XX","00002803101",2,8031,"1",2016,1,FALSE,"GLUCAGON",19660.401,12623,4623156.71,4357421.8,265734.91
"MCOU","XX","00002803101",2,8031,"1",2016,1,FALSE,"GLUCAGON",33187,23007,7770641.72,7419707.94,350933.78
"FFSU","XX","00169706515",169,7065,"15",2016,1,FALSE,"GLUCAGEN",3116,2385,742140.98,722984.57,19156.41
"MCOU","XX","00169706515",169,7065,"15",2016,1,FALSE,"GLUCAGEN",2120.001,1747,483403.27,476227.08,7176.19
"FFSU","XX","00169706521",169,7065,"21",2016,1,FALSE,"GLUCAGEN H",17,12,1696.52,1692.87,3.65
"MCOU","XX","00169706521",169,7065,"21",2016,1,FALSE,"GLUCAGEN H",25,18,5369.76,5369.76,0
"FFSU","XX","00597005345",597,53,"45",2016,1,FALSE,"GlucaGen 1",105.5,94,18503.51,16264.69,2238.82
"MCOU","XX","00597005345",597,53,"45",2016,1,FALSE,"GlucaGen 1",196.212,178,24558.5,23563.05,995.45
"FFSU","XX","00597026010",597,260,"10",2016,1,FALSE,"GlucaGen D",187.001,178,32858.42,28079.81,4778.61
"MCOU","XX","00597026010",597,260,"10",2016,1,FALSE,"GlucaGen D",488.289,413,98256.09,87929.48,10326.61
"FFSU","XX","55390000401",55390,4,"1",2016,1,FALSE,"GLUCAGEN G",338.003,302,48855.24,41224.45,7630.79
"MCOU","XX","55390000401",55390,4,"1",2016,1,FALSE,"GLUCAGEN G",813.06,667,95439.95,90565.75,4874.2
"FFSU","XX","55390000410",55390,4,"10",2016,1,FALSE,"GLUCAGEN G",122.551,113,18649.14,15371.51,3277.63
"MCOU","XX","55390000410",55390,4,"10",2016,1,FALSE,"GLUCAGEN G",276,225,40887.77,29954.44,10933.33
"MCOU","XX","63323059613",63323,596,"13",2016,1,FALSE,"Glucagon f",14.002,12,1797.45,1459.01,338.44
"FFSU","XX","00002803101",2,8031,"01",2017,4,FALSE,"GLUCAGON",17652,11573,4866554.28,4598634.57,267919.71
"MCOU","XX","00002803101",2,8031,"01",2017,4,FALSE,"GLUCAGON",31859.111,23000,8909013.57,8436556.16,472457.41
